kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,2,ResNet152,1398.3395402431488
0,2,InceptionV3,848.9778828620911
0,2,InceptionV4,1357.7668588161469
0,3,ResNet152,1618.2706747055054
0,3,InceptionV3,982.3763792514801
0,3,InceptionV4,1569.8847613334656
0,4,ResNet152,2016.0058240890503
0,4,InceptionV3,1211.9298222064972
0,4,InceptionV4,1946.6185925006866
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,957.0209293365479
0,0,InceptionV3,578.856573343277
0,0,InceptionV4,956.0562927722931
0,1,ResNet152,1140.61496925354
0,1,InceptionV3,683.6866464614868
0,1,InceptionV4,1110.2647457122803
0,2,ResNet152,1387.960996389389
0,2,InceptionV3,851.4664061069489
0,2,InceptionV4,1369.3442997932434
0,3,ResNet152,1599.1045818328857
0,3,InceptionV3,990.8795926570892
0,3,InceptionV4,1562.8250958919525
0,4,ResNet152,1972.7080414295197
0,4,InceptionV3,1224.7846853733063
0,4,InceptionV4,1913.5519371032715
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,970.8782184123993
0,0,InceptionV3,579.5077152252197
0,0,InceptionV4,942.5030815601349
0,1,ResNet152,1119.299593448639
0,1,InceptionV3,684.1985015869141
0,1,InceptionV4,1136.4840705394745
0,2,ResNet152,1417.6240270137787
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,979.8334362506866
0,0,InceptionV3,578.9862034320831
0,0,InceptionV4,950.7170298099518
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,964.0095279216766
0,0,InceptionV3,578.5613186359406
0,0,InceptionV4,945.2427349090576
0,1,ResNet152,1147.2060899734497
0,1,InceptionV3,680.1055421829224
0,1,InceptionV4,1115.0671763420105
0,2,ResNet152,1378.8020083904266
0,2,InceptionV3,857.0554389953613
0,2,InceptionV4,1384.5580277442932
0,3,ResNet152,1600.1544048786163
0,3,InceptionV3,986.0436112880707
0,3,InceptionV4,1538.165777683258
0,4,ResNet152,1976.803141117096
0,4,InceptionV3,1235.8119773864746
0,4,InceptionV4,1964.0353248119354
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,962.4262759685516
0,0,InceptionV3,582.0763666629791
0,0,InceptionV4,938.8074133396149
0,1,ResNet152,1146.6712880134583
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,976.7835514545441
0,0,InceptionV3,577.7851855754852
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,979.7770755290985
0,0,InceptionV3,581.1839475631714
0,0,InceptionV4,949.7175409793854
0,1,ResNet152,1116.5776760578156
0,1,InceptionV3,687.9130554199219
0,1,InceptionV4,1100.5707576274872
0,2,ResNet152,1386.2507660388947
0,2,InceptionV3,845.9248902797699
0,2,InceptionV4,1346.4748792648315
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,981.8634514808655
0,0,InceptionV3,579.4580614566803
0,0,InceptionV4,943.0802865028381
0,1,ResNet152,1141.1572043895721
0,1,InceptionV3,687.4849200248718
0,1,InceptionV4,1107.1452853679657
0,2,ResNet152,1407.3655009269714
0,2,InceptionV3,858.6351230144501
0,2,InceptionV4,1353.932207584381
0,3,ResNet152,1590.8589932918549
0,3,InceptionV3,995.4838216304779
0,3,InceptionV4,1567.2786183357239
0,4,ResNet152,2040.8417706489563
0,4,InceptionV3,1233.0752005577087
0,4,InceptionV4,1950.6155543327332
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,978.4395425319672
0,0,InceptionV3,575.3849105834961
0,0,InceptionV4,958.126353263855
0,1,ResNet152,1140.1294639110565
0,1,InceptionV3,688.2429857254028
0,1,InceptionV4,1126.523267030716
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,979.4084589481354
0,0,InceptionV3,575.8184771537781
0,0,InceptionV4,957.5673034191132
0,1,ResNet152,1130.7946362495422
0,1,InceptionV3,690.1162526607513
0,1,InceptionV4,1116.021380662918
0,2,ResNet152,1431.0834436416626
0,2,InceptionV3,860.5290920734406
0,2,InceptionV4,1358.2950885295868
0,3,ResNet152,1613.3407545089722
0,3,InceptionV3,993.081606388092
0,3,InceptionV4,1597.9522247314453
0,4,ResNet152,2054.9145262241364
0,4,InceptionV3,1234.0104668140411
0,4,InceptionV4,1969.4651191234589
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,962.4901170730591
0,0,InceptionV3,575.40185546875
0,0,InceptionV4,937.4935932159424
0,1,ResNet152,1145.374473810196
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,975.734708070755
0,0,InceptionV3,582.6402447223663
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,962.3549375534058
0,0,InceptionV3,571.9643304347992
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,982.3032469749451
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,966.492066860199
0,0,InceptionV3,577.5827453136444
0,0,InceptionV4,931.1195397377014
0,1,ResNet152,1125.3178544044495
0,1,InceptionV3,685.8262138366699
0,1,InceptionV4,1116.7521545886993
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2874.096191883087
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2383.0463716983795
0,0,InceptionV3,2772.465487718582
0,0,InceptionV4,3491.376081943512
0,1,ResNet152,4224.657298326492
0,1,InceptionV3,3352.845607995987
0,1,InceptionV4,2749.735430955887
0,2,ResNet152,4820.132438898087
0,2,InceptionV3,3511.1475870609283
0,2,InceptionV4,7396.058698415756
0,3,ResNet152,6706.57640337944
0,3,InceptionV3,4091.044630050659
0,3,InceptionV4,6250.190776586533
0,4,ResNet152,4608.965757608414
0,4,InceptionV3,4118.4233248233795
0,4,InceptionV4,5918.654221773148
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2755.146001815796
0,0,InceptionV3,2571.110085964203
0,0,InceptionV4,3071.1844770908356
0,1,ResNet152,2564.3133738040924
0,1,InceptionV3,3999.628956079483
0,1,InceptionV4,2479.6995589733124
0,2,ResNet152,4279.892225980759
0,2,InceptionV3,3426.1104860305786
0,2,InceptionV4,5842.669937133789
0,3,ResNet152,4057.222974061966
0,3,InceptionV3,4818.852247476578
0,3,InceptionV4,4240.646021366119
0,4,ResNet152,5421.02782201767
0,4,InceptionV3,4907.152380466461
0,4,InceptionV4,5637.4460599422455
1,0,ResNet152,2234.06489276886
1,0,InceptionV3,2494.1520104408264
1,0,InceptionV4,2631.3876538276672
1,1,ResNet152,3776.084986448288
1,1,InceptionV3,2984.3787512779236
1,1,InceptionV4,2218.16308927536
1,2,ResNet152,3352.890439748764
1,2,InceptionV3,3624.3077063560486
1,2,InceptionV4,3165.2901244163513
1,3,ResNet152,5080.989135980606
1,3,InceptionV3,4238.860615491867
1,3,InceptionV4,4554.859316587448
1,4,ResNet152,5396.5650889873505
1,4,InceptionV3,4572.092996120453
1,4,InceptionV4,3351.165621995926
2,0,ResNet152,2813.37659740448
2,0,InceptionV3,2648.199208498001
2,0,InceptionV4,2006.5354397296906
2,1,ResNet152,4366.481476783752
2,1,InceptionV3,3309.880147218704
2,1,InceptionV4,3123.9583327770233
2,2,ResNet152,3062.6021378040314
2,2,InceptionV3,3555.1618781089783
2,2,InceptionV4,3227.209678173065
2,3,ResNet152,4388.632062911987
2,3,InceptionV3,4153.9527904987335
