kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,535.3267862796783
0,0,ResNet152,954.0101776123047
0,0,InceptionV4,949.630537033081
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,548.0818209648132
0,0,ResNet152,954.0037169456482
0,0,InceptionV4,953.0315823554993
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,533.8560214042664
0,0,ResNet152,950.7099289894104
0,0,InceptionV4,926.9416701793671
0,1,InceptionV3,836.3922579288483
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,521.7689423561096
0,0,ResNet152,940.3819906711578
0,0,InceptionV4,904.498946428299
0,1,InceptionV3,839.4090220928192
0,1,ResNet152,1303.6569406986237
0,1,InceptionV4,1233.638067483902
0,2,InceptionV3,1179.9993822574615
0,2,ResNet152,1772.789606809616
0,2,InceptionV4,1679.7506234645844
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,2230.1941046714783
0,0,ResNet152,2721.2443153858185
0,0,InceptionV4,3191.371537923813
0,1,InceptionV3,3514.4840984344482
0,1,ResNet152,3815.9017329216003
0,1,InceptionV4,3151.2220141887665
0,2,InceptionV3,4066.7027390003204
0,2,ResNet152,4334.215376853943
0,2,InceptionV4,6757.202991962433
0,3,InceptionV3,9506.471093654633
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,2188.6972365379333
0,0,ResNet152,2095.8168177604675
0,0,InceptionV4,2575.39164185524
0,1,InceptionV3,3176.8079087734222
0,1,ResNet152,3023.831052303314
0,1,InceptionV4,3555.671599149704
kfold,iteracion,arquitectura,training_time
0,0,InceptionV3,2509.186418771744
0,0,ResNet152,2264.2375502586365
0,0,InceptionV4,2574.426787376404
0,1,InceptionV3,3055.7361392974854
0,1,ResNet152,3225.997426509857
0,1,InceptionV4,2356.2489006519318
0,2,InceptionV3,3571.385460138321
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2098.240638256073
0,0,InceptionV3,2801.006588935852
0,0,InceptionV4,2148.573168516159
0,1,ResNet152,3928.8092951774597
0,1,InceptionV3,2928.3134729862213
0,1,InceptionV4,2069.529543399811
0,2,ResNet152,7250.828637599945
0,2,InceptionV3,4316.95133972168
0,2,InceptionV4,4867.661242485046
0,3,ResNet152,5217.373762369156
0,3,InceptionV3,4850.446624994278
0,3,InceptionV4,6480.781928062439
0,4,ResNet152,6140.631738424301
0,4,InceptionV3,5248.972329854965
0,4,InceptionV4,5831.0645587444305
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2718.9564974308014
0,0,InceptionV3,2561.56072306633
0,0,InceptionV4,2904.084423303604
0,1,ResNet152,3272.073984861374
0,1,InceptionV3,2700.7251722812653
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2698.1739287376404
0,0,InceptionV3,2926.1206934452057
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,2431.2179758548737
0,0,InceptionV3,2753.190222978592
0,0,InceptionV4,1943.0093891620636
0,1,ResNet152,2972.66468834877
0,1,InceptionV3,3094.7243480682373
0,1,InceptionV4,5188.390696525574
0,2,ResNet152,3771.4665117263794
0,2,InceptionV3,3618.6772017478943
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,989.6836314201355
0,0,InceptionV3,569.605001449585
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,972.1867220401764
0,0,InceptionV3,577.1965763568878
0,0,InceptionV4,927.2503142356873
0,1,ResNet152,1148.5828495025635
0,1,InceptionV3,679.9954586029053
0,1,InceptionV4,1110.209685087204
0,2,ResNet152,1381.7698714733124
0,2,InceptionV3,853.2726454734802
0,2,InceptionV4,1332.5560455322266
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,3074.4376277923584
0,0,InceptionV3,2507.702109336853
0,0,InceptionV4,2943.3849380016327
0,1,ResNet152,3046.506685733795
0,1,InceptionV3,2764.0036928653717
0,1,InceptionV4,3862.4170513153076
0,2,ResNet152,4368.467772245407
kfold,iteracion,arquitectura,training_time
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,965.1622221469879
0,0,InceptionV3,573.3170900344849
0,0,InceptionV4,919.4190883636475
0,1,ResNet152,1119.2268326282501
kfold,iteracion,arquitectura,training_time
0,0,ResNet152,970.9745857715607
0,0,InceptionV3,576.7568302154541
0,0,InceptionV4,954.0066664218903
0,1,ResNet152,1119.1031804084778
0,1,InceptionV3,686.2176470756531
0,1,InceptionV4,1100.8511056900024
